licno,address,capacity,boro,bbl,factype,cd,zipcode,juris,longitude,latitude,TableDate
2034103-DCA,1131 OGDEN AVE,240,Bronx,2025260090.0,Garage and Parking Lot,204.0,10452.0,NYCDCWP,-73.9278532,40.8363709,2022_08
2101547-DCA,156 E 105TH ST,89,Manhattan,1016320048.0,Garage,111.0,10029.0,NYCDCWP,-73.94641419999999,40.7911699,2022_08
1399465-DCA,3207 37TH AVE,25,Queens,4006550034.0,Garage,401.0,11103.0,NYCDCWP,-73.92063780000001,40.7594616,2022_08
0921085-DCA,2070 WHITE PLAINS RD,95,Bronx,2042870005.0,Garage,211.0,10462.0,NYCDCWP,-73.86740429999999,40.8527553,2022_08
2101308-DCA,3710 CRESCENT ST,43,Queens,4003677501.0,Garage,401.0,11101.0,NYCDCWP,-73.93527399999999,40.7567232,2022_08
2101209-DCA,69 E 80TH ST,27,Manhattan,1014920036.0,Garage,108.0,10075.0,NYCDCWP,-73.9602545,40.776672399999995,2022_08
2083502-DCA,7711 ROOSEVELT AVE,68,Queens,4012880039.0,Parking Lot,403.0,11372.0,NYCDCWP,-73.8880626,40.7474372,2022_08
2101544-DCA,55 W 14TH ST,110,Manhattan,1008160007.0,Garage,105.0,10011.0,NYCDCWP,-73.9959585,40.737423799999995,2022_08
0692573-DCA,999 CO OP CITY BLVD,1311,Bronx,0.0,Garage,210.0,10475.0,NYCDCWP,-73.83185761,40.87964543,2022_08
1343912-DCA,4102 QUEENS BLVD,29,Queens,4001927501.0,Garage,402.0,11104.0,NYCDCWP,-73.92313270000001,40.7432555,2022_08
0881123-DCA,9911 DITMARS BLVD,139,Queens,4016340101.0,Parking Lot,403.0,11369.0,NYCDCWP,-73.8707265,40.770746700000004,2022_08
2070361-DCA,144 E 17TH ST,47,Manhattan,1008720035.0,Garage,106.0,10003.0,NYCDCWP,-73.986328,40.735029600000004,2022_08
2056035-DCA,420 E 63RD ST,290,Manhattan,1014570017.0,Garage,108.0,10065.0,NYCDCWP,-73.95904,40.761232799999995,2022_08
2101166-DCA,1514-1520 YORK AVE,108,Manhattan,1015770001.0,Garage,108.0,10075.0,NYCDCWP,-73.9493936,40.77218320000001,2022_08
2021340-DCA,9 W 31ST ST,101,Manhattan,1008337502.0,Garage,105.0,10001.0,NYCDCWP,-73.9866756,40.7470874,2022_08
2021507-DCA,45 E END AVE,77,Manhattan,1015890034.0,Garage,108.0,10028.0,NYCDCWP,-73.9465959,40.771751,2022_08
0692571-DCA,99 ASCH LOOP,1361,Bronx,2051410100.0,Garage,210.0,10475.0,NYCDCWP,-73.8287899,40.870276000000004,2022_08
1310031-DCA,40 MERCER ST,100,Manhattan,1004747506.0,Garage,102.0,10013.0,NYCDCWP,-74.0009235,40.7212435,2022_08
2002932-DCA,515 W 59TH ST,195,Manhattan,1011510017.0,Garage,107.0,10019.0,NYCDCWP,-73.98827370000001,40.7710986,2022_08
2099103-DCA,120 E 81ST ST,94,Manhattan,1015090056.0,Garage,108.0,10075.0,NYCDCWP,-73.9585108,40.776235299999996,2022_08
0692569-DCA,99 DREISER LOOP,1361,Bronx,2051410500.0,Garage,210.0,10475.0,NYCDCWP,-73.8289748,40.8771106,2022_08
2093168-DCA,219 E 69TH ST,52,Manhattan,1014240010.0,Garage,108.0,10021.0,NYCDCWP,-73.9606679,40.7674831,2022_08
2054793-DCA,1292 PARK AVE,581,Manhattan,1016040023.0,Garage,111.0,10029.0,NYCDCWP,-73.952216,40.788515600000004,2022_08
2021485-DCA,75 PARK PL,100,Manhattan,1001270018.0,Garage and Parking Lot,101.0,10007.0,NYCDCWP,-74.01087220000001,40.714370100000004,2022_08
1031644-DCA,5141 BROADWAY,30,Manhattan,1022440100.0,Parking Lot,112.0,10034.0,NYCDCWP,-73.9129485,40.8732274,2022_08
2021768-DCA,196 CADMAN PLZ W,546,Brooklyn,3002170001.0,Garage,302.0,11201.0,NYCDCWP,-73.99186759999999,40.6987774,2022_08
2019796-DCA,23 W 55TH ST,150,Manhattan,1012710023.0,Garage,105.0,10019.0,NYCDCWP,-73.9760343,40.7623766,2022_08
2065307-DCA,311 E 148TH ST,38,Bronx,2023300062.0,Parking Lot,201.0,10451.0,NYCDCWP,-73.9214693,40.8164977,2022_08
2096247-DCA,406 15TH ST,108,Brooklyn,3011040032.0,Garage,307.0,11215.0,NYCDCWP,-73.9828719,40.6621968,2022_08
1129469-DCA,6860 AUSTIN ST,85,Queens,4032340029.0,Garage,406.0,11375.0,NYCDCWP,-73.8506289,40.7220661,2022_08
1170235-DCA,233 BROADWAY,150,Manhattan,1001237501.0,Parking Lot,101.0,10007.0,NYCDCWP,-74.00832890000001,40.7124573,2022_08
2022181-DCA,37 W 12TH ST,55,Manhattan,1005760025.0,Garage,102.0,10011.0,NYCDCWP,-73.9955942,40.735609499999995,2022_08
0699352-DCA,254 E 68TH ST,150,Manhattan,1014220021.0,Garage,108.0,10065.0,NYCDCWP,-73.9608131,40.7660669,2022_08
2033061-DCA,200 PARK AVE,315,Manhattan,1012809010.0,Garage,105.0,10017.0,NYCDCWP,-73.97655705,40.75416171,2022_08
2020005-DCA,222 E 65TH ST,300,Manhattan,1014197503.0,Garage,108.0,10065.0,NYCDCWP,-73.9626588,40.7644399,2022_08
2099692-DCA,6090 ELIOT AVE,50,Queens,4027470018.0,Parking Lot,405.0,11378.0,NYCDCWP,-73.9019309,40.7139007,2022_08
2022179-DCA,56 N MOORE ST,220,Manhattan,1001870021.0,Garage,101.0,10013.0,NYCDCWP,-74.00932540000001,40.719813099999996,2022_08
2099667-DCA,333 E 46TH ST,34,Manhattan,1013390012.0,Garage,106.0,10017.0,NYCDCWP,-73.9689855,40.7520492,2022_08
0735058-DCA,211 E 70TH ST,150,Manhattan,1014250005.0,Garage,108.0,10021.0,NYCDCWP,-73.9605446,40.7684053,2022_08
0761016-DCA,110 W END AVE,106,Manhattan,1011560001.0,Garage,107.0,10023.0,NYCDCWP,-73.987569,40.774842299999996,2022_08
0367720-DCA,222 E 69TH ST,157,Manhattan,1014230010.0,Garage,108.0,10065.0,NYCDCWP,-73.96079820000001,40.76687929999999,2022_08
0851958-DCA,1675 BROADWAY,61,Manhattan,1010240015.0,Garage,105.0,10019.0,NYCDCWP,-73.9835462,40.7631025,2022_08
2022200-DCA,340 E 80TH ST,88,Manhattan,1015420019.0,Garage,108.0,10075.0,NYCDCWP,-73.95288070000001,40.7728901,2022_08
2022175-DCA,200 LIBERTY ST,232,Manhattan,1000160120.0,Garage,101.0,10281.0,NYCDCWP,-74.0155571,40.710645,2022_08
2022417-DCA,213 E 80TH ST,51,Manhattan,1015267502.0,Garage,108.0,10075.0,NYCDCWP,-73.9558073,40.7749827,2022_08
2099665-DCA,415 GREENWICH ST,72,Manhattan,1002157504.0,Garage,101.0,10013.0,NYCDCWP,-74.0094953,40.7217674,2022_08
2019799-DCA,110 E 59TH ST,150,Manhattan,1013130005.0,Garage,105.0,10022.0,NYCDCWP,-73.9693165,40.7622186,2022_08
2046168-DCA,11 E 1ST ST,130,Manhattan,1004560007.0,Garage,103.0,10003.0,NYCDCWP,-73.9918031,40.724394200000006,2022_08
2092450-DCA,355 E 72ND ST,31,Manhattan,1014470023.0,Garage,108.0,10021.0,NYCDCWP,-73.9561512,40.768170399999995,2022_08
2055261-DCA,216 E 67TH ST,27,Manhattan,1014210037.0,Garage,108.0,10065.0,NYCDCWP,-73.96212,40.765974,2022_08
0369823-DCA,345 PARK AVE,150,Manhattan,1013060001.0,Garage,105.0,10022.0,NYCDCWP,-73.9724264,40.7577537,2022_08
2055264-DCA,403 E 63RD ST,39,Manhattan,1014580005.0,Garage,108.0,10065.0,NYCDCWP,-73.95936440000001,40.7620289,2022_08
0692570-DCA,99 CARVER LOOP,1361,Bronx,2051410600.0,Garage,210.0,10475.0,NYCDCWP,-73.8255071,40.8784585,2022_08
2101322-DCA,600 W 42ND ST,194,Manhattan,1010897502.0,Garage,104.0,10036.0,NYCDCWP,-73.9992347,40.7607899,2022_08
2101332-DCA,1 RIVER PL,194,Manhattan,1010890001.0,Garage,104.0,10036.0,NYCDCWP,-74.0004657,40.761270200000006,2022_08
2079511-DCA,2820 BAILEY AVE,63,Bronx,2032590014.0,Parking Lot,208.0,10463.0,NYCDCWP,-73.9047073,40.8736875,2022_08
1384437-DCA,10 E 153RD ST,225,Bronx,2025390132.0,Garage,204.0,10451.0,NYCDCWP,-73.92973640000001,40.8257829,2022_08
1247511-DCA,3015 48TH AVE,30,Queens,4002830001.0,Parking Lot,402.0,11101.0,NYCDCWP,-73.9373632,40.74217720000001,2022_08
2099444-DCA,436 9TH AVE,140,Manhattan,1007580007.0,Parking Lot,104.0,10001.0,NYCDCWP,-73.9956146,40.7534312,2022_08
1267593-DCA,4184 PARK AVE,25,Bronx,2029090008.0,Parking Lot,206.0,10457.0,NYCDCWP,-73.89915079999999,40.8467024,2022_08
1245513-DCA,752 BROADWAY,617,Brooklyn,3017230002.0,Garage,303.0,11206.0,NYCDCWP,-73.94367209999999,40.6985223,2022_08
2097893-DCA,88 BLEECKER ST,22,Manhattan,1005230038.0,Garage,102.0,10012.0,NYCDCWP,-73.99640649999999,40.726582,2022_08
2078894-DCA,359 9TH AVE,40,Manhattan,1007280034.0,Parking Lot,104.0,10001.0,NYCDCWP,-73.9982423,40.751298600000005,2022_08
1335617-DCA,567 AMSTERDAM AVE,150,Manhattan,1012180001.0,Garage,107.0,10024.0,NYCDCWP,-73.97377879999999,40.788462100000004,2022_08
1361271-DCA,2510 WESTCHESTER AVE,131,Bronx,2038580001.0,Parking Lot,210.0,10461.0,NYCDCWP,-73.84313809999999,40.8391193,2022_08
2101646-DCA,74-82 PARK AVE,91,Manhattan,1008687502.0,Parking Lot,106.0,10016.0,NYCDCWP,-73.9796551,40.7502071,2022_08
2101647-DCA,455 CENTRAL PARK W,66,Manhattan,1018417503.0,Garage,107.0,10025.0,NYCDCWP,-73.9607727,40.7978783,2022_08
2101648-DCA,821-827 7TH AVE,147,Manhattan,1010067501.0,Parking Lot,105.0,10019.0,NYCDCWP,-73.9812792,40.7629979,2022_08
1439248-DCA,1709 SURF AVE,150,Brooklyn,3070610027.0,Parking Lot,313.0,11224.0,NYCDCWP,-73.98524470000001,40.575555,2022_08
2091664-DCA,210 INDIA ST,23,Brooklyn,3025420011.0,Garage and Parking Lot,301.0,11222.0,NYCDCWP,-73.9512929,40.7323605,2022_08
0469882-DCA,80 PINE ST,178,Manhattan,1000390012.0,Garage,101.0,10005.0,NYCDCWP,-74.00680240000001,40.7061471,2022_08
2099552-DCA,9201 4TH AVE,178,Brooklyn,3061080022.0,Garage,310.0,11209.0,NYCDCWP,-74.0298463,40.61790429999999,2022_08
2090187-DCA,70 E 162ND ST,31,Bronx,2024840015.0,Garage,204.0,10452.0,NYCDCWP,-73.9249815,40.8287689,2022_08
2095922-DCA,1829 1ST AVE,36,Manhattan,1015570027.0,Garage,108.0,10128.0,NYCDCWP,-73.94569179999999,40.7824798,2022_08
2095920-DCA,228 E 44TH ST,103,Manhattan,1013170030.0,Garage,106.0,10017.0,NYCDCWP,-73.9721548,40.751253999999996,2022_08
1254733-DCA,555 11TH ST,94,Brooklyn,3010940052.0,Garage,306.0,11215.0,NYCDCWP,-73.9805714,40.6649714,2022_08
1407236-DCA,200 EASTERN PKWY,325,Brooklyn,3011830026.0,Parking Lot,355.0,11238.0,NYCDCWP,-73.9637567,40.6705529,2022_08
2086766-DCA,1189 1ST AVE,69,Manhattan,1014390030.0,Garage and Parking Lot,108.0,10065.0,NYCDCWP,-73.95972459999999,40.763239399999996,2022_08
2098752-DCA,4524 VERNON BLVD,147,Queens,4000260010.0,Parking Lot,402.0,11101.0,NYCDCWP,-73.9528371,40.747748200000004,2022_08
2088230-DCA,326 E 49TH ST,29,Manhattan,1013417501.0,Garage,106.0,10017.0,NYCDCWP,-73.9677866,40.7534981,2022_08
2098788-DCA,235 W 48TH ST,158,Manhattan,1010200005.0,Garage,105.0,10036.0,NYCDCWP,-73.9860916,40.7608934,2022_08
1204272-DCA,2811 47TH ST,225,Queens,4007210021.0,Parking Lot,401.0,11103.0,NYCDCWP,-73.908137,40.7624084,2022_08
2088868-DCA,200 E 32ND ST,33,Manhattan,1009127502.0,Garage,106.0,10016.0,NYCDCWP,-73.9789605,40.744020299999995,2022_08
2098811-DCA,457 SENECA AVE,25,Queens,4034300008.0,Parking Lot,405.0,11385.0,NYCDCWP,-73.9131015,40.7062984,2022_08
2057255-DCA,2000 WHITE PLAINS RD,100,Bronx,2042570020.0,Garage,211.0,10462.0,NYCDCWP,-73.8674852,40.850230200000006,2022_08
1422823-DCA,148 MADISON ST,66,Manhattan,1008610064.0,Garage,105.0,10016.0,NYCDCWP,-73.9842505,40.7464722,2022_08
1346726-DCA,12610 QUEENS BLVD,94,Queens,4096310241.0,Garage,409.0,11415.0,NYCDCWP,-73.8259116,40.711527200000006,2022_08
2088835-DCA,60 E 9TH ST,100,Manhattan,1005607503.0,Parking Lot,102.0,10003.0,NYCDCWP,-73.99266829999999,40.7310942,2022_08
1084609-DCA,185 E 85TH ST,320,Manhattan,1015140039.0,Garage,108.0,10028.0,NYCDCWP,-73.95473249999999,40.7786685,2022_08
2051014-DCA,200 SCHERMERHORN ST,148,Brooklyn,3001710103.0,Garage,302.0,11217.0,NYCDCWP,-73.9849782,40.688011700000004,2022_08
2028771-DCA,222 RIVERSIDE DR,36,Manhattan,1012537502.0,Garage,107.0,10025.0,NYCDCWP,-73.9758385,40.7948743,2022_08
2021912-DCA,250 VESEY ST,371,Manhattan,1000160150.0,Garage,101.0,10281.0,NYCDCWP,-74.01588259999998,40.714032,2022_08
2019802-DCA,38 W 46TH ST,225,Manhattan,1012610057.0,Garage,105.0,10036.0,NYCDCWP,-73.9809598,40.7565999,2022_08
2083767-DCA,2420 BROADWAY,51,Manhattan,1012370017.0,Garage,107.0,10024.0,NYCDCWP,-73.9742945,40.7903149,2022_08
2095900-DCA,535 E 75TH ST,23,Manhattan,1014877502.0,Garage,108.0,10021.0,NYCDCWP,-73.9500861,40.7681872,2022_08
2052721-DCA,238 ATLANTIC AVE,130,Brooklyn,3002787501.0,Garage,302.0,11201.0,NYCDCWP,-73.9914072,40.6889977,2022_08
2018266-DCA,115 FORT WASHINGTON AVE,2150,Manhattan,1021360245.0,Garage,112.0,10032.0,NYCDCWP,-73.9442353,40.839991999999995,2022_08
2019798-DCA,18 MORTON ST,180,Manhattan,1005860077.0,Garage,102.0,10014.0,NYCDCWP,-74.00381379999999,40.7309325,2022_08
2001481-DCA,500 5TH ST,530,Brooklyn,3010847501.0,Garage,306.0,11215.0,NYCDCWP,-73.979233,40.6687727,2022_08
2048767-DCA,418 WEST  127 STREET,36,Manhattan,1019670012.0,Parking Lot,109.0,10027.0,NYCDCWP,-73.954254,40.812881299999994,2022_08
2002931-DCA,3818 UNION ST,1144,Queens,4049787502.0,Garage,407.0,11354.0,NYCDCWP,-73.82771290000001,40.7612347,2022_08
2093434-DCA,17660 UNION TPKE,176,Queens,4072270005.0,Garage,408.0,11366.0,NYCDCWP,-73.7907015,40.7257441,2022_08
2082019-DCA,930 SHERIDAN AVE,65,Bronx,2024540019.0,Garage,204.0,10451.0,NYCDCWP,-73.9201083,40.8277172,2022_08
1341282-DCA,2010 WESTCHESTER AVE,145,Bronx,2038050007.0,Garage,209.0,10462.0,NYCDCWP,-73.85699220000001,40.833324,2022_08
1018977-DCA,85 4TH AVE,48,Manhattan,1005560001.0,Garage,103.0,10003.0,NYCDCWP,-73.9899116,40.731503000000004,2022_08
2018925-DCA,10440 QUEENS BLVD,227,Queens,4031750001.0,Garage,406.0,11375.0,NYCDCWP,-73.84992640000002,40.72326470000001,2022_08
1103762-DCA,210 SHERMAN AVE,77,Manhattan,1022260029.0,Garage,112.0,10034.0,NYCDCWP,-73.92089759999999,40.86584439999999,2022_08
2001645-DCA,3414 WAYNE AVE,666,Bronx,2033430245.0,Garage,207.0,10467.0,NYCDCWP,-73.8773741,40.8799937,2022_08
2066146-DCA,1611 WASHINGTON AVE,41,Bronx,2029040032.0,Parking Lot,203.0,10457.0,NYCDCWP,-73.9023485,40.8400437,2022_08
1384440-DCA,10 E 153RD ST,42,Bronx,2025390132.0,Garage,204.0,10451.0,NYCDCWP,-73.92973640000001,40.8257829,2022_08
1332946-DCA,575 LEXINGTON AVE,150,Manhattan,1013060023.0,Garage,106.0,10022.0,NYCDCWP,-73.9712716,40.7571907,2022_08
2100843-DCA,10 W 15TH ST,117,Manhattan,1008160031.0,Garage,105.0,10011.0,NYCDCWP,-73.9941652,40.7366964,2022_08
1417423-DCA,840 WESTCHESTER AVE,74,Bronx,2026890048.0,Parking Lot,202.0,10459.0,NYCDCWP,-73.90107440000001,40.819523100000005,2022_08
2100900-DCA,850 E 181ST ST,33,Bronx,2031190020.0,Parking Lot,206.0,10460.0,NYCDCWP,-73.883317,40.8462099,2022_08
2101035-DCA,766 SOUTHERN BLVD,14,Bronx,2027290050.0,Parking Lot,202.0,10455.0,NYCDCWP,-73.89709620000001,40.815032,2022_08
1364133-DCA,3960 BROADWAY,99,Manhattan,1021240043.0,Parking Lot,112.0,10032.0,NYCDCWP,-73.94037259999999,40.8392407,2022_08
2020421-DCA,673 SAINT NICHOLAS AVE,180,Manhattan,1020500140.0,Garage,109.0,10030.0,NYCDCWP,-73.9455321,40.8232032,2022_08
2088828-DCA,40 E 9TH ST,94,Manhattan,1005607502.0,Parking Lot,102.0,10003.0,NYCDCWP,-73.9933682,40.731388,2022_08
2021747-DCA,301 E 66TH ST,70,Manhattan,1014417501.0,Garage,108.0,10065.0,NYCDCWP,-73.9606079,40.7651693,2022_08
2098776-DCA,212 E 47TH ST,105,Manhattan,1013207506.0,Garage,106.0,10017.0,NYCDCWP,-73.9716595,40.7532713,2022_08
1357464-DCA,910 5TH AVE,56,Manhattan,1013870001.0,Garage,108.0,10021.0,NYCDCWP,-73.9664488,40.7724804,2022_08
2040601-DCA,2222 JACKSON AVE,121,Queens,4000720073.0,Garage,402.0,11101.0,NYCDCWP,-73.9464947,40.744954,2022_08
1339380-DCA,13924 BOOTH MEMORIAL AVE,372,Queens,4064010019.0,Parking Lot,407.0,11355.0,NYCDCWP,-73.8252155,40.7458768,2022_08
2003035-DCA,1090 AMSTERDAM AVE,135,Manhattan,1018850036.0,Garage,109.0,10025.0,NYCDCWP,-73.9625021,40.8053885,2022_08
1135959-DCA,525 E 71ST ST,248,Manhattan,1014837501.0,Garage,108.0,10021.0,NYCDCWP,-73.9524777,40.7658551,2022_08
2089152-DCA,77 W 15TH ST,42,Manhattan,1008170001.0,Garage and Parking Lot,105.0,10011.0,NYCDCWP,-73.9958249,40.7381511,2022_08
2088872-DCA,424 W END AVE,83,Manhattan,1012280061.0,Garage,107.0,10024.0,NYCDCWP,-73.9799766,40.785274,2022_08
1101577-DCA,200 E 161ST ST,1208,Bronx,2024430094.0,Garage,204.0,10451.0,NYCDCWP,-73.92109690000001,40.8258652,2022_08
2059266-DCA,410 W 207TH ST,198,Manhattan,1022030021.0,Parking Lot,112.0,10034.0,NYCDCWP,-73.9176033,40.863446,2022_08
0366200-DCA,165 PACIFIC ST,30,Brooklyn,3002860046.0,Parking Lot,306.0,11201.0,NYCDCWP,-73.99399620000001,40.689609999999995,2022_08
1383249-DCA,1360 FULTON ST,149,Brooklyn,3018620001.0,Garage,303.0,11216.0,NYCDCWP,-73.94633420000001,40.6798098,2022_08
2089554-DCA,2373 BROADWAY,124,Manhattan,1012347501.0,Garage,107.0,10024.0,NYCDCWP,-73.97667120000001,40.78892379999999,2022_08
2040603-DCA,2311 30TH RD,96,Queens,4005720015.0,Parking Lot,401.0,11102.0,NYCDCWP,-73.92652240000001,40.7684765,2022_08
2088235-DCA,329 E 48TH ST,121,Manhattan,1013417503.0,Garage,106.0,10017.0,NYCDCWP,-73.96764240000002,40.7531001,2022_08
2010316-DCA,333 RECTOR PL,46,Manhattan,1000167518.0,Garage,101.0,10280.0,NYCDCWP,-74.0172413,40.70969229999999,2022_08
1100022-DCA,425 E 52ND ST,225,Manhattan,1013640014.0,Garage,106.0,10022.0,NYCDCWP,-73.96393470000001,40.7547788,2022_08
2019795-DCA,120 W 21ST ST,152,Manhattan,1007960048.0,Garage,104.0,10011.0,NYCDCWP,-73.99488640000001,40.741862,2022_08
2083832-DCA,1193 FRANKLIN AVE,150,Bronx,2026110046.0,Garage,203.0,10456.0,NYCDCWP,-73.904398,40.8297747,2022_08
2018926-DCA,10420 QUEENS BLVD,220,Queens,4031750001.0,Garage,406.0,11375.0,NYCDCWP,-73.84992640000002,40.72326470000001,2022_08
1301176-DCA,13678 ROOSEVELT AVE,39,Queens,4050190054.0,Parking Lot,407.0,11354.0,NYCDCWP,-73.827229,40.7599055,2022_08
2019758-DCA,267 W 47TH ST,61,Manhattan,1010190001.0,Garage,105.0,10036.0,NYCDCWP,-73.9869978,40.7605092,2022_08
2083251-DCA,40 CLINTON ST,50,Brooklyn,3002380065.0,Garage and Parking Lot,302.0,11201.0,NYCDCWP,-73.99210959999999,40.6955495,2022_08
2075673-DCA,5817 JUNCTION BLVD,870,Queens,4019180025.0,Garage,404.0,11373.0,NYCDCWP,-73.8640219,40.735567700000004,2022_08
1461192-DCA,422-446 E 79TH ST,105,Manhattan,1014730018.0,Garage,108.0,10075.0,NYCDCWP,-73.9514015,40.771443,2022_08
2084204-DCA,146 W 57TH ST,89,Manhattan,1010097501.0,Garage,105.0,10019.0,NYCDCWP,-73.9792897,40.7647185,2022_08
2021442-DCA,1208 FRANKLIN AVE,32,Bronx,2026140019.0,Garage and Parking Lot,203.0,10456.0,NYCDCWP,-73.9034401,40.8299853,2022_08
2021443-DCA,1100 FRANKLIN AVE,36,Bronx,2026070049.0,Garage and Parking Lot,203.0,10456.0,NYCDCWP,-73.90599449999999,40.8276626,2022_08
1026203-DCA,245 E 93RD ST,112,Manhattan,1015397501.0,Parking Lot,108.0,10128.0,NYCDCWP,-73.9487897,40.7828517,2022_08
2092479-DCA,250 E 63RD ST,39,Manhattan,1014170028.0,Parking Lot,108.0,10065.0,NYCDCWP,-73.963053,40.7630896,2022_08
2024735-DCA,133 W 22ND ST,137,Manhattan,1007987506.0,Garage,104.0,10011.0,NYCDCWP,-73.994659,40.7430532,2022_08
2090768-DCA,328 W 56TH ST,115,Manhattan,1010460047.0,Garage,104.0,10019.0,NYCDCWP,-73.98505440000001,40.766509,2022_08
2096154-DCA,810 7TH AVE,210,Manhattan,1010240038.0,Garage,105.0,10019.0,NYCDCWP,-73.9825247,40.762913,2022_08
2089165-DCA,301 ELIZABETH ST,39,Manhattan,1005210045.0,Garage and Parking Lot,102.0,10012.0,NYCDCWP,-73.9935276,40.724946,2022_08
2077512-DCA,1130 SAINT NICHOLAS AVE,149,Manhattan,1021240017.0,Garage,112.0,10032.0,NYCDCWP,-73.9393638,40.839756200000004,2022_08
2083826-DCA,1752 MORRIS AVE,150,Bronx,2027950014.0,Garage,205.0,10457.0,NYCDCWP,-73.90893220000001,40.846109399999996,2022_08
2071127-DCA,800 BRADY AVE,240,Bronx,2042900071.0,Garage,211.0,10462.0,NYCDCWP,-73.863838,40.852043,2022_08
1461471-DCA,25 W 25TH ST,54,Manhattan,1008270020.0,Parking Lot,105.0,10010.0,NYCDCWP,-73.9901551,40.7437034,2022_08
2074110-DCA,2 E 103RD ST,101,Manhattan,1016080069.0,Parking Lot,111.0,10029.0,NYCDCWP,-73.9522063,40.7919657,2022_08
2010346-DCA,4320 BROADWAY,375,Manhattan,1021670001.0,Garage,112.0,10033.0,NYCDCWP,-73.9342593,40.8522336,2022_08
2017911-DCA,375 PARK AVE,150,Manhattan,1013070001.0,Garage,105.0,10022.0,NYCDCWP,-73.9721482,40.7584563,2022_08
2019936-DCA,910 9TH AVE,318,Manhattan,1010490001.0,Garage and Parking Lot,104.0,10019.0,NYCDCWP,-73.984126,40.7689489,2022_08
2098799-DCA,440 E 81ST ST,20,Manhattan,1015600031.0,Garage and Parking Lot,108.0,10028.0,NYCDCWP,-73.950422,40.7728561,2022_08
2017908-DCA,154 E 53RD ST,149,Manhattan,1013070043.0,Garage,106.0,10022.0,NYCDCWP,-73.9702282,40.757802500000004,2022_08
2021771-DCA,101 WORTH ST,226,Manhattan,1001700020.0,Parking Lot,101.0,10013.0,NYCDCWP,-74.00349190000001,40.7160559,2022_08
2089169-DCA,336 BROADWAY,114,Manhattan,1001700001.0,Garage,101.0,10013.0,NYCDCWP,-74.0040763,40.7163688,2022_08
2098115-DCA,329 E 21ST ST,180,Manhattan,1009270018.0,Garage,106.0,10010.0,NYCDCWP,-73.9801646,40.7361404,2022_08
2051001-DCA,311 W 127TH ST,115,Manhattan,1019547501.0,Garage,110.0,10027.0,NYCDCWP,-73.9507722,40.812028999999995,2022_08
2022937-DCA,8 W 29TH ST,112,Manhattan,1008300032.0,Parking Lot,105.0,10001.0,NYCDCWP,-73.9878777,40.7452787,2022_08
1466919-DCA,300 W 145TH ST,158,Manhattan,1020447501.0,Garage,110.0,10030.0,NYCDCWP,-73.9427359,40.822707799999996,2022_08
2020399-DCA,345 E 81ST ST,53,Manhattan,1015440019.0,Garage,108.0,10028.0,NYCDCWP,-73.9520567,40.7740425,2022_08
2098114-DCA,60 W 66TH ST,80,Manhattan,1011180001.0,Garage,107.0,10023.0,NYCDCWP,-73.98142800000001,40.7731562,2022_08
2088930-DCA,166 E 34TH ST,55,Manhattan,1008890039.0,Garage,106.0,10016.0,NYCDCWP,-73.9786749,40.745466799999996,2022_08
2081384-DCA,515 7TH AVE,450,Manhattan,1008130064.0,Garage,105.0,10018.0,NYCDCWP,-73.98845379999999,40.753126,2022_08
2011029-DCA,214 E 42ND ST,115,Manhattan,1013150044.0,Garage,106.0,10017.0,NYCDCWP,-73.9739815,40.7501072,2022_08
2089530-DCA,30 E 9TH ST,95,Manhattan,1005607501.0,Garage and Parking Lot,102.0,10003.0,NYCDCWP,-73.994061,40.7316762,2022_08
2089161-DCA,363 W 30TH ST,18,Manhattan,1007540001.0,Garage and Parking Lot,104.0,10001.0,NYCDCWP,-73.99771899999999,40.750886799999996,2022_08
1418775-DCA,245 E 54TH ST,178,Manhattan,1013280021.0,Garage,106.0,10022.0,NYCDCWP,-73.96679540000001,40.757848200000005,2022_08
2020549-DCA,330 E 38TH ST,186,Manhattan,1009437501.0,Garage,106.0,10016.0,NYCDCWP,-73.9727199,40.7463274,2022_08
0469319-DCA,23 E 38TH ST,25,Manhattan,1008680025.0,Parking Lot,106.0,10016.0,NYCDCWP,-73.980597,40.7504653,2022_08
2093614-DCA,1601 DEKALB AVE,100,Brooklyn,3032370023.0,Parking Lot,304.0,11237.0,NYCDCWP,-73.9201628,40.703967799999994,2022_08
1233571-DCA,11 5TH AVE,113,Manhattan,1005660001.0,Garage,102.0,10003.0,NYCDCWP,-73.9956702,40.7323542,2022_08
0369956-DCA,1 BATTERY PARK PLZ,150,Manhattan,1000090029.0,Garage,101.0,10004.0,NYCDCWP,-74.01373050000001,40.7033469,2022_08
2100282-DCA,7 HANOVER SQ,67,Manhattan,1000300019.0,Garage,101.0,10004.0,NYCDCWP,-74.00965506,40.70405817,2022_08
2097368-DCA,651 W 33RD ST,250,Manhattan,1006790001.0,Garage and Parking Lot,104.0,10001.0,NYCDCWP,-74.0036672,40.756014,2022_08
2097372-DCA,115 E 87TH ST,198,Manhattan,1015167502.0,Garage,108.0,10128.0,NYCDCWP,-73.95559759999999,40.780796,2022_08
2097334-DCA,332 W 11TH ST,150,Manhattan,1006330010.0,Garage,102.0,10014.0,NYCDCWP,-74.0076858,40.7353843,2022_08
2097357-DCA,1250 BROADWAY,150,Manhattan,1008330011.0,Garage,105.0,10001.0,NYCDCWP,-73.98787359999999,40.7477737,2022_08
